OrderID	Date	CustomerID	Product	Quantity	UnitPrice	ShippingAddress	PaymentMethod	OrderStatus	TrackingNumber	ItemsInCart	CouponCode	ReferralSource	TotalPrice	Discount percentage 	Profit 	Discount Amount	Total amount
ORD200410	18 January 2024	C37375	Tablet	2	518.23	184 Main St	Debit Card	Shipped	TRK52470162	5	No coupon	Email	1036.46	0	259.115	0	1036.46
ORD200413	08 October 2023	C13923	Tablet	1	118.8	123 Main St	Online	Delivered	TRK87598790	6	SAVE10	Email	118.8	10	29.7	11.88	106.92
ORD200421	15 October 2023	C50683	Chair	2	288.21	769 Main St	Debit Card	Cancelled	TRK53032122	5	No coupon	Email	576.42	0	144.105	0	576.42
ORD200424	12 April 2023	C49491	Chair	5	22.94	339 Main St	Cash	Pending	TRK64012257	10	No coupon	Email	114.7	0	28.675	0	114.7
ORD200425	09 March 2023	C40648	Laptop	2	301.88	488 Main St	Gift Card	Returned	TRK25325993	5	WINTER15	Email	603.76	15	150.94	90.564	513.196
ORD200428	26 November 2024	C77085	Chair	4	262.58	895 Main St	Online	Cancelled	TRK57227640	8	WINTER15	Email	1050.32	15	262.58	157.548	892.772
ORD200441	13 December 2023	C52915	Printer	2	328.54	475 Main St	Gift Card	Returned	TRK79466982	6	FREESHIP50	Email	657.08	-50	164.27	50	607.08
ORD200451	01 April 2023	C14837	Monitor	1	183.18	647 Main St	Debit Card	Cancelled	TRK17501136	6	SAVE10	Email	183.18	10	45.795	18.318	164.862
ORD200458	02 July 2024	C31412	Monitor	4	510.58	196 Main St	Credit Card	Returned	TRK61946127	7	WINTER15	Email	2042.32	15	510.58	306.348	1735.972
ORD200467	30 August 2024	C36492	Desk	1	45.94	572 Main St	Cash	Cancelled	TRK44350440	2	WINTER15	Email	45.94	15	11.485	6.891	39.049
ORD200468	21 June 2025	C90110	Phone	1	418.36	998 Main St	Credit Card	Delivered	TRK60203957	5	FREESHIP50	Email	418.36	-50	104.59	50	368.36
ORD200470	29 September 2023	C25149	Tablet	4	263.62	672 Main St	Cash	Shipped	TRK33538608	5	SAVE10	Email	1054.48	10	263.62	105.448	949.032
ORD200488	05 December 2024	C81573	Chair	1	36.65	556 Main St	Online	Cancelled	TRK96522994	1	WINTER15	Email	36.65	15	9.1625	5.4975	31.1525
ORD200489	05 September 2023	C11940	Tablet	3	149.34	589 Main St	Gift Card	Cancelled	TRK85466461	7	WINTER15	Email	448.02	15	112.005	67.203	380.817
ORD200502	20 May 2023	C69332	Monitor	3	565.25	745 Main St	Debit Card	Returned	TRK65718848	7	SAVE10	Email	1695.75	10	423.9375	169.575	1526.175
ORD200505	11 June 2023	C36014	Printer	2	434.97	558 Main St	Online	Shipped	TRK97246526	7	No coupon	Email	869.94	0	217.485	0	869.94
ORD200507	05 July 2023	C86481	Phone	1	171.59	546 Main St	Credit Card	Pending	TRK87513944	5	WINTER15	Email	171.59	15	42.8975	25.7385	145.8515
ORD200510	16 December 2024	C72533	Printer	1	376.76	389 Main St	Debit Card	Delivered	TRK51288986	5	SAVE10	Email	376.76	10	94.19	37.676	339.084
ORD200511	15 March 2024	C11415	Monitor	5	575.24	267 Main St	Cash	Delivered	TRK65061457	7	WINTER15	Email	2876.2	15	719.05	431.43	2444.77
ORD200519	10 May 2025	C71797	Laptop	4	464.29	941 Main St	Debit Card	Returned	TRK66010667	5	SAVE10	Email	1857.16	10	464.29	185.716	1671.444
ORD200522	20 April 2024	C66254	Chair	1	515.32	740 Main St	Gift Card	Cancelled	TRK82843861	1	FREESHIP50	Email	515.32	-50	128.83	50	465.32
ORD200525	03 December 2023	C54499	Monitor	1	668.48	160 Main St	Debit Card	Shipped	TRK18061555	1	SAVE10	Email	668.48	10	167.12	66.848	601.632
ORD200532	03 May 2025	C47365	Laptop	2	41	369 Main St	Online	Delivered	TRK42207882	7	No coupon	Email	82	0	20.5	0	82
ORD200534	06 June 2024	C73289	Chair	3	648.59	906 Main St	Debit Card	Cancelled	TRK70872738	4	SAVE10	Email	1945.77	10	486.4425	194.577	1751.193
ORD200535	24 July 2024	C48649	Monitor	3	68.12	332 Main St	Online	Cancelled	TRK45821445	3	FREESHIP50	Email	204.36	-50	51.09	50	154.36
ORD200536	09 June 2024	C18724	Chair	1	616.1	124 Main St	Cash	Returned	TRK52508861	6	No coupon	Email	616.1	0	154.025	0	616.1
ORD200538	24 May 2024	C61280	Phone	3	490.74	100 Main St	Cash	Shipped	TRK95487711	3	WINTER15	Email	1472.22	15	368.055	220.833	1251.387
ORD200542	14 November 2023	C49726	Tablet	1	17.98	934 Main St	Cash	Cancelled	TRK20739460	6	FREESHIP50	Email	17.98	-50	4.495	50	-32.02
ORD200551	18 May 2023	C23947	Laptop	1	120.98	353 Main St	Debit Card	Delivered	TRK74812710	6	WINTER15	Email	120.98	15	30.245	18.147	102.833
ORD200559	15 April 2024	C22981	Desk	3	157.4	454 Main St	Debit Card	Cancelled	TRK10115285	7	WINTER15	Email	472.2	15	118.05	70.83	401.37
ORD200560	31 January 2023	C33634	Monitor	4	588.85	524 Main St	Gift Card	Pending	TRK93168008	7	No coupon	Email	2355.4	0	588.85	0	2355.4
ORD200562	06 October 2023	C76675	Laptop	3	663.93	922 Main St	Gift Card	Returned	TRK28043915	6	FREESHIP50	Email	1991.79	-50	497.9475	50	1941.79
ORD200566	18 April 2024	C83223	Phone	4	162.71	167 Main St	Cash	Cancelled	TRK54339083	7	FREESHIP50	Email	650.84	-50	162.71	50	600.84
ORD200567	30 September 2024	C92575	Chair	5	492.94	153 Main St	Cash	Shipped	TRK53579227	10	FREESHIP50	Email	2464.7	-50	616.175	50	2414.7
ORD200574	24 January 2024	C29685	Chair	5	384.69	275 Main St	Credit Card	Pending	TRK97733212	6	FREESHIP50	Email	1923.45	-50	480.8625	50	1873.45
ORD200590	10 September 2023	C55757	Printer	2	461.13	175 Main St	Gift Card	Returned	TRK27356242	4	No coupon	Email	922.26	0	230.565	0	922.26
ORD200594	21 February 2024	C40140	Phone	5	72.64	598 Main St	Credit Card	Cancelled	TRK12671989	7	No coupon	Email	363.2	0	90.8	0	363.2
ORD200595	10 January 2025	C72596	Printer	2	385.16	491 Main St	Online	Pending	TRK83870446	7	SAVE10	Email	770.32	10	192.58	77.032	693.288
ORD200597	25 November 2024	C40538	Desk	2	211.82	700 Main St	Gift Card	Cancelled	TRK29821356	4	WINTER15	Email	423.64	15	105.91	63.546	360.094
ORD200613	19 December 2024	C62405	Laptop	2	230.36	154 Main St	Online	Returned	TRK14721763	4	WINTER15	Email	460.72	15	115.18	69.108	391.612
ORD200624	16 January 2024	C25967	Tablet	5	341.96	747 Main St	Debit Card	Delivered	TRK88559278	6	No coupon	Email	1709.8	0	427.45	0	1709.8
ORD200625	24 September 2023	C22123	Tablet	1	672.89	519 Main St	Credit Card	Pending	TRK43250279	1	WINTER15	Email	672.89	15	168.2225	100.9335	571.9565
ORD200627	06 August 2023	C53334	Chair	3	498.68	879 Main St	Online	Returned	TRK31724421	4	FREESHIP50	Email	1496.04	-50	374.01	50	1446.04
ORD200638	15 October 2023	C66840	Tablet	4	578.27	547 Main St	Online	Delivered	TRK76929637	9	WINTER15	Email	2313.08	15	578.27	346.962	1966.118
ORD200642	29 April 2024	C15063	Chair	5	85.22	527 Main St	Credit Card	Cancelled	TRK10329390	7	FREESHIP50	Email	426.1	-50	106.525	50	376.1
ORD200644	15 November 2023	C86524	Chair	2	366.23	961 Main St	Cash	Shipped	TRK62490506	2	WINTER15	Email	732.46	15	183.115	109.869	622.591
ORD200649	23 December 2023	C45899	Monitor	2	642.98	153 Main St	Debit Card	Returned	TRK32932093	7	FREESHIP50	Email	1285.96	-50	321.49	50	1235.96
ORD200650	18 May 2023	C74499	Desk	2	372.23	518 Main St	Gift Card	Delivered	TRK93767278	7	SAVE10	Email	744.46	10	186.115	74.446	670.014
ORD200655	14 March 2023	C22101	Chair	2	132.6	262 Main St	Debit Card	Cancelled	TRK70711522	4	WINTER15	Email	265.2	15	66.3	39.78	225.42
ORD200659	26 October 2024	C24301	Phone	2	642.04	964 Main St	Gift Card	Delivered	TRK55000075	4	WINTER15	Email	1284.08	15	321.02	192.612	1091.468
ORD200666	31 August 2024	C35711	Monitor	4	327.12	788 Main St	Credit Card	Cancelled	TRK45281495	4	No coupon	Email	1308.48	0	327.12	0	1308.48
ORD200667	03 May 2023	C10477	Laptop	1	466.42	172 Main St	Gift Card	Pending	TRK41505339	5	SAVE10	Email	466.42	10	116.605	46.642	419.778
ORD200673	21 February 2023	C46504	Tablet	2	372.92	131 Main St	Credit Card	Delivered	TRK95024356	7	SAVE10	Email	745.84	10	186.46	74.584	671.256
ORD200675	06 August 2024	C97749	Desk	3	342.02	906 Main St	Debit Card	Pending	TRK90233116	5	No coupon	Email	1026.06	0	256.515	0	1026.06
ORD200681	30 January 2024	C38262	Tablet	1	155.27	548 Main St	Debit Card	Shipped	TRK47300502	6	No coupon	Email	155.27	0	38.8175	0	155.27
ORD200684	22 September 2024	C96583	Printer	4	34.84	288 Main St	Credit Card	Shipped	TRK64353241	8	No coupon	Email	139.36	0	34.84	0	139.36
ORD200685	07 February 2025	C64579	Desk	1	234.37	638 Main St	Debit Card	Shipped	TRK10276565	5	FREESHIP50	Email	234.37	-50	58.5925	50	184.37
ORD200694	02 October 2023	C92049	Printer	4	666.52	619 Main St	Cash	Shipped	TRK32287092	8	FREESHIP50	Email	2666.08	-50	666.52	50	2616.08
ORD200695	23 November 2024	C52604	Printer	5	101.3	553 Main St	Online	Shipped	TRK48839788	7	FREESHIP50	Email	506.5	-50	126.625	50	456.5
ORD200697	04 February 2025	C27430	Printer	5	94.85	788 Main St	Cash	Shipped	TRK45025840	6	WINTER15	Email	474.25	15	118.5625	71.1375	403.1125
ORD200701	23 June 2024	C75456	Monitor	3	92.22	115 Main St	Credit Card	Delivered	TRK90519490	5	FREESHIP50	Email	276.66	-50	69.165	50	226.66
ORD200702	09 June 2024	C33315	Printer	3	562.55	154 Main St	Debit Card	Returned	TRK43589369	6	No coupon	Email	1687.65	0	421.9125	0	1687.65
ORD200703	22 March 2023	C89336	Desk	1	92.79	799 Main St	Cash	Pending	TRK47665103	3	WINTER15	Email	92.79	15	23.1975	13.9185	78.8715
ORD200712	09 January 2024	C56969	Tablet	2	68.4	993 Main St	Gift Card	Pending	TRK10513339	7	FREESHIP50	Email	136.8	-50	34.2	50	86.8
ORD200715	26 July 2024	C68266	Printer	3	653.63	281 Main St	Online	Delivered	TRK96161062	7	FREESHIP50	Email	1960.89	-50	490.2225	50	1910.89
ORD200717	16 October 2023	C50087	Chair	3	122.11	707 Main St	Online	Delivered	TRK31143760	4	WINTER15	Email	366.33	15	91.5825	54.9495	311.3805
ORD200721	18 March 2024	C46557	Desk	2	118.59	890 Main St	Credit Card	Delivered	TRK56110689	2	No coupon	Email	237.18	0	59.295	0	237.18
ORD200728	29 July 2024	C10154	Desk	4	325.76	827 Main St	Gift Card	Shipped	TRK79793300	8	WINTER15	Email	1303.04	15	325.76	195.456	1107.584
ORD200730	22 February 2025	C77357	Phone	1	474.6	407 Main St	Debit Card	Delivered	TRK91943923	4	SAVE10	Email	474.6	10	118.65	47.46	427.14
ORD200731	07 June 2024	C71310	Printer	5	584.46	308 Main St	Credit Card	Returned	TRK48292586	8	No coupon	Email	2922.3	0	730.575	0	2922.3
ORD200733	04 December 2023	C90757	Tablet	4	494.84	694 Main St	Cash	Returned	TRK87991608	8	SAVE10	Email	1979.36	10	494.84	197.936	1781.424
ORD200735	28 June 2024	C94508	Monitor	4	44.07	359 Main St	Debit Card	Pending	TRK13443264	6	No coupon	Email	176.28	0	44.07	0	176.28
ORD200738	04 June 2025	C96261	Phone	2	485.37	264 Main St	Credit Card	Shipped	TRK44998396	5	SAVE10	Email	970.74	10	242.685	97.074	873.666
ORD200745	02 March 2023	C73813	Printer	4	111.3	364 Main St	Debit Card	Pending	TRK89906749	7	FREESHIP50	Email	445.2	-50	111.3	50	395.2
ORD200750	14 January 2023	C14737	Tablet	4	145.41	637 Main St	Credit Card	Returned	TRK10295115	7	FREESHIP50	Email	581.64	-50	145.41	50	531.64
ORD200754	31 May 2025	C48846	Printer	2	452.05	983 Main St	Credit Card	Returned	TRK52804097	3	WINTER15	Email	904.1	15	226.025	135.615	768.485
ORD200755	13 June 2023	C54160	Desk	3	336.71	658 Main St	Credit Card	Pending	TRK60515972	4	No coupon	Email	1010.13	0	252.5325	0	1010.13
ORD200762	17 September 2024	C12444	Phone	3	76.96	611 Main St	Cash	Returned	TRK97621403	8	FREESHIP50	Email	230.88	-50	57.72	50	180.88
ORD200763	06 April 2023	C79142	Laptop	1	569.96	533 Main St	Online	Delivered	TRK30915955	4	FREESHIP50	Email	569.96	-50	142.49	50	519.96
ORD200764	10 March 2024	C35983	Laptop	5	627.43	806 Main St	Credit Card	Cancelled	TRK14016163	10	FREESHIP50	Email	3137.15	-50	784.2875	50	3087.15
ORD200768	04 September 2023	C35987	Tablet	5	653.46	165 Main St	Cash	Cancelled	TRK28918815	9	WINTER15	Email	3267.3	15	816.825	490.095	2777.205
ORD200769	06 July 2023	C13366	Printer	4	678.55	568 Main St	Cash	Delivered	TRK98691410	5	No coupon	Email	2714.2	0	678.55	0	2714.2
ORD200779	01 December 2023	C18076	Phone	3	588.74	751 Main St	Debit Card	Pending	TRK26661705	8	FREESHIP50	Email	1766.22	-50	441.555	50	1716.22
ORD200789	17 August 2023	C57276	Tablet	5	691.28	183 Main St	Online	Delivered	TRK75899752	10	SAVE10	Email	3456.4	10	864.1	345.64	3110.76
ORD200791	13 January 2024	C49710	Chair	4	409.28	956 Main St	Cash	Pending	TRK92591237	8	No coupon	Email	1637.12	0	409.28	0	1637.12
ORD200798	19 May 2025	C20861	Phone	5	488.35	968 Main St	Debit Card	Returned	TRK89372013	9	FREESHIP50	Email	2441.75	-50	610.4375	50	2391.75
ORD200799	16 April 2023	C26364	Laptop	4	328.56	803 Main St	Debit Card	Returned	TRK78924436	4	FREESHIP50	Email	1314.24	-50	328.56	50	1264.24
ORD200802	17 February 2024	C84331	Chair	5	644.64	205 Main St	Gift Card	Cancelled	TRK34440714	6	FREESHIP50	Email	3223.2	-50	805.8	50	3173.2
ORD200804	01 January 2024	C76362	Chair	3	236.5	916 Main St	Online	Delivered	TRK11868618	8	FREESHIP50	Email	709.5	-50	177.375	50	659.5
ORD200805	15 October 2024	C59278	Laptop	5	472.01	178 Main St	Gift Card	Cancelled	TRK14590037	10	SAVE10	Email	2360.05	10	590.0125	236.005	2124.045
ORD200811	05 November 2023	C24769	Laptop	2	28.55	864 Main St	Gift Card	Shipped	TRK44538305	7	SAVE10	Email	57.1	10	14.275	5.71	51.39
ORD200813	15 March 2025	C12813	Laptop	5	292.54	263 Main St	Debit Card	Cancelled	TRK36131660	8	FREESHIP50	Email	1462.7	-50	365.675	50	1412.7
ORD200817	05 October 2023	C87994	Chair	4	598.19	430 Main St	Credit Card	Delivered	TRK98883971	7	WINTER15	Email	2392.76	15	598.19	358.914	2033.846
ORD200820	27 May 2023	C35377	Phone	5	623.81	171 Main St	Cash	Returned	TRK17342157	6	FREESHIP50	Email	3119.05	-50	779.7625	50	3069.05
ORD200826	08 March 2025	C43249	Printer	3	463.81	283 Main St	Online	Returned	TRK32469820	8	WINTER15	Email	1391.43	15	347.8575	208.7145	1182.7155
ORD200830	11 December 2024	C90310	Tablet	4	190.64	853 Main St	Cash	Delivered	TRK70028457	5	SAVE10	Email	762.56	10	190.64	76.256	686.304
ORD200837	14 June 2025	C88029	Chair	5	655.55	282 Main St	Online	Delivered	TRK59701278	5	No coupon	Email	3277.75	0	819.4375	0	3277.75
ORD200847	18 November 2024	C48176	Printer	4	434.23	670 Main St	Online	Shipped	TRK90560300	8	FREESHIP50	Email	1736.92	-50	434.23	50	1686.92
ORD200851	12 December 2023	C80183	Laptop	1	365.57	146 Main St	Online	Cancelled	TRK20814598	5	SAVE10	Email	365.57	10	91.3925	36.557	329.013
ORD200855	25 May 2023	C41331	Monitor	5	240.61	785 Main St	Credit Card	Shipped	TRK94198179	10	FREESHIP50	Email	1203.05	-50	300.7625	50	1153.05
ORD200866	26 July 2024	C39664	Desk	5	189.25	693 Main St	Debit Card	Cancelled	TRK39917741	10	WINTER15	Email	946.25	15	236.5625	141.9375	804.3125
ORD200871	16 May 2024	C93768	Tablet	3	324.3	720 Main St	Debit Card	Pending	TRK22024707	8	FREESHIP50	Email	972.9	-50	243.225	50	922.9
ORD200872	10 July 2023	C59169	Chair	4	629.34	172 Main St	Cash	Shipped	TRK90883858	7	No coupon	Email	2517.36	0	629.34	0	2517.36
ORD200877	25 July 2024	C43867	Tablet	1	524.06	269 Main St	Debit Card	Pending	TRK97319127	3	FREESHIP50	Email	524.06	-50	131.015	50	474.06
ORD200889	27 October 2024	C36725	Monitor	5	650.72	350 Main St	Credit Card	Cancelled	TRK16808790	8	WINTER15	Email	3253.6	15	813.4	488.04	2765.56
ORD200903	17 May 2023	C80868	Monitor	3	473.49	205 Main St	Credit Card	Pending	TRK56186636	7	No coupon	Email	1420.47	0	355.1175	0	1420.47
ORD200906	03 September 2024	C49938	Monitor	1	62.12	141 Main St	Cash	Returned	TRK80175572	2	No coupon	Email	62.12	0	15.53	0	62.12
ORD200912	22 January 2024	C67604	Desk	2	139.69	318 Main St	Online	Returned	TRK85545920	7	FREESHIP50	Email	279.38	-50	69.845	50	229.38
ORD200924	22 March 2025	C81319	Printer	5	268.43	991 Main St	Cash	Returned	TRK55330558	5	SAVE10	Email	1342.15	10	335.5375	134.215	1207.935
ORD200925	20 December 2024	C78500	Monitor	5	502.47	304 Main St	Online	Shipped	TRK97460884	10	WINTER15	Email	2512.35	15	628.0875	376.8525	2135.4975
ORD200926	20 March 2024	C67533	Desk	1	26.95	672 Main St	Cash	Delivered	TRK14566395	1	WINTER15	Email	26.95	15	6.7375	4.0425	22.9075
ORD200929	16 October 2024	C67936	Tablet	2	536.25	553 Main St	Debit Card	Pending	TRK71803414	3	No coupon	Email	1072.5	0	268.125	0	1072.5
ORD200930	16 December 2024	C59554	Phone	2	456.04	382 Main St	Debit Card	Returned	TRK28182447	4	FREESHIP50	Email	912.08	-50	228.02	50	862.08
ORD200937	16 January 2024	C39791	Chair	2	298.53	536 Main St	Debit Card	Cancelled	TRK46221436	5	WINTER15	Email	597.06	15	149.265	89.559	507.501
ORD200941	17 July 2023	C91155	Printer	5	111.7	599 Main St	Credit Card	Cancelled	TRK82162952	9	FREESHIP50	Email	558.5	-50	139.625	50	508.5
ORD200942	29 September 2023	C17591	Tablet	1	479.76	882 Main St	Credit Card	Pending	TRK56070470	1	No coupon	Email	479.76	0	119.94	0	479.76
ORD200946	04 May 2024	C65021	Phone	2	404.96	546 Main St	Cash	Shipped	TRK20626179	4	SAVE10	Email	809.92	10	202.48	80.992	728.928
ORD200947	07 September 2023	C85520	Phone	4	465.66	119 Main St	Online	Returned	TRK65994177	9	FREESHIP50	Email	1862.64	-50	465.66	50	1812.64
ORD200951	22 July 2024	C74928	Printer	2	306.24	589 Main St	Online	Returned	TRK39845914	4	FREESHIP50	Email	612.48	-50	153.12	50	562.48
ORD200958	13 May 2023	C82685	Desk	3	158.66	537 Main St	Gift Card	Delivered	TRK70184320	7	WINTER15	Email	475.98	15	118.995	71.397	404.583
ORD200965	18 June 2025	C70412	Laptop	4	578.28	791 Main St	Gift Card	Cancelled	TRK22192783	5	FREESHIP50	Email	2313.12	-50	578.28	50	2263.12
ORD200974	27 September 2023	C30722	Desk	5	266.78	274 Main St	Gift Card	Cancelled	TRK52088168	5	No coupon	Email	1333.9	0	333.475	0	1333.9
ORD200975	18 May 2023	C70529	Desk	1	105.92	974 Main St	Gift Card	Returned	TRK82165408	6	SAVE10	Email	105.92	10	26.48	10.592	95.328
ORD200981	26 November 2023	C12609	Phone	4	136.83	490 Main St	Debit Card	Pending	TRK56379337	8	SAVE10	Email	547.32	10	136.83	54.732	492.588
ORD200983	24 November 2024	C67528	Monitor	4	296.28	110 Main St	Gift Card	Shipped	TRK60865210	5	SAVE10	Email	1185.12	10	296.28	118.512	1066.608
ORD200986	07 September 2024	C69213	Laptop	4	644.96	533 Main St	Credit Card	Pending	TRK67837331	7	FREESHIP50	Email	2579.84	-50	644.96	50	2529.84
ORD201000	21 June 2023	C90132	Printer	5	260.93	582 Main St	Online	Delivered	TRK52664903	9	SAVE10	Email	1304.65	10	326.1625	130.465	1174.185
ORD201009	02 September 2023	C54494	Tablet	2	176.46	696 Main St	Credit Card	Delivered	TRK95958645	2	FREESHIP50	Email	352.92	-50	88.23	50	302.92
ORD201010	31 March 2023	C33729	Monitor	3	659.57	533 Main St	Credit Card	Cancelled	TRK35649833	6	SAVE10	Email	1978.71	10	494.6775	197.871	1780.839
ORD201014	04 February 2024	C92548	Tablet	5	226.45	160 Main St	Debit Card	Returned	TRK21682892	6	FREESHIP50	Email	1132.25	-50	283.0625	50	1082.25
ORD201016	29 December 2023	C20257	Tablet	5	268.78	669 Main St	Debit Card	Delivered	TRK62135578	7	WINTER15	Email	1343.9	15	335.975	201.585	1142.315
ORD201021	23 October 2023	C74519	Phone	3	315.27	309 Main St	Credit Card	Cancelled	TRK97351945	4	SAVE10	Email	945.81	10	236.4525	94.581	851.229
ORD201029	01 March 2025	C44733	Desk	1	87.06	851 Main St	Credit Card	Shipped	TRK41500198	4	FREESHIP50	Email	87.06	-50	21.765	50	37.06
ORD201030	02 October 2023	C61773	Phone	4	245.28	176 Main St	Credit Card	Delivered	TRK12936357	6	WINTER15	Email	981.12	15	245.28	147.168	833.952
ORD201031	28 February 2023	C59183	Phone	5	664.51	136 Main St	Debit Card	Pending	TRK18129706	8	SAVE10	Email	3322.55	10	830.6375	332.255	2990.295
ORD201045	20 September 2024	C11893	Laptop	5	316.4	671 Main St	Gift Card	Returned	TRK72012758	7	No coupon	Email	1582	0	395.5	0	1582
ORD201055	23 October 2023	C10787	Monitor	4	274.82	932 Main St	Debit Card	Delivered	TRK91512567	9	WINTER15	Email	1099.28	15	274.82	164.892	934.388
ORD201070	06 September 2024	C46873	Desk	4	491.29	496 Main St	Debit Card	Pending	TRK10926575	6	No coupon	Email	1965.16	0	491.29	0	1965.16
ORD201078	18 March 2023	C62627	Desk	1	41.09	881 Main St	Online	Returned	TRK90060232	4	WINTER15	Email	41.09	15	10.2725	6.1635	34.9265
ORD201079	20 June 2024	C89979	Phone	5	634	144 Main St	Gift Card	Delivered	TRK99055909	8	No coupon	Email	3170	0	792.5	0	3170
ORD201082	06 October 2023	C96595	Chair	3	573.22	177 Main St	Debit Card	Pending	TRK59779174	5	SAVE10	Email	1719.66	10	429.915	171.966	1547.694
ORD201083	09 July 2024	C68508	Chair	1	123.28	895 Main St	Credit Card	Delivered	TRK98960285	3	SAVE10	Email	123.28	10	30.82	12.328	110.952
ORD201091	08 October 2024	C16400	Laptop	3	209.48	123 Main St	Debit Card	Pending	TRK57771859	4	No coupon	Email	628.44	0	157.11	0	628.44
ORD201092	21 August 2023	C38642	Laptop	5	209.2	930 Main St	Debit Card	Delivered	TRK47744396	6	WINTER15	Email	1046	15	261.5	156.9	889.1
ORD201095	23 April 2024	C33051	Phone	2	441.54	397 Main St	Online	Delivered	TRK92929755	2	SAVE10	Email	883.08	10	220.77	88.308	794.772
ORD201098	17 June 2023	C91103	Monitor	4	255.86	155 Main St	Credit Card	Delivered	TRK91653000	7	No coupon	Email	1023.44	0	255.86	0	1023.44
ORD201099	19 September 2024	C21953	Laptop	2	125.23	272 Main St	Cash	Cancelled	TRK60774796	3	FREESHIP50	Email	250.46	-50	62.615	50	200.46
ORD201101	08 June 2025	C43546	Monitor	3	161.97	904 Main St	Cash	Pending	TRK85871121	4	SAVE10	Email	485.91	10	121.4775	48.591	437.319
ORD201110	25 February 2024	C12472	Chair	3	84.31	912 Main St	Credit Card	Shipped	TRK36103184	3	SAVE10	Email	252.93	10	63.2325	25.293	227.637
ORD201118	24 May 2024	C58168	Phone	3	251.48	359 Main St	Credit Card	Returned	TRK99102265	4	No coupon	Email	754.44	0	188.61	0	754.44
ORD201119	24 November 2024	C99024	Laptop	1	684.65	250 Main St	Credit Card	Delivered	TRK24675988	1	FREESHIP50	Email	684.65	-50	171.1625	50	634.65
ORD201127	15 March 2025	C69396	Printer	3	602.75	920 Main St	Credit Card	Shipped	TRK33155049	6	SAVE10	Email	1808.25	10	452.0625	180.825	1627.425
ORD201132	02 December 2024	C58858	Chair	2	337.32	948 Main St	Credit Card	Cancelled	TRK30406357	4	SAVE10	Email	674.64	10	168.66	67.464	607.176
ORD201139	01 March 2025	C70659	Chair	3	501.82	568 Main St	Gift Card	Cancelled	TRK28290825	4	FREESHIP50	Email	1505.46	-50	376.365	50	1455.46
ORD201141	16 February 2025	C11998	Chair	3	498.66	382 Main St	Cash	Cancelled	TRK26707221	6	No coupon	Email	1495.98	0	373.995	0	1495.98
ORD201142	23 August 2024	C23405	Phone	4	695.1	484 Main St	Debit Card	Returned	TRK83678708	8	No coupon	Email	2780.4	0	695.1	0	2780.4
ORD201143	03 April 2023	C41132	Chair	1	381.61	114 Main St	Debit Card	Pending	TRK51040137	5	No coupon	Email	381.61	0	95.4025	0	381.61
ORD201147	02 January 2025	C19759	Chair	2	588.3	234 Main St	Online	Pending	TRK22515454	2	FREESHIP50	Email	1176.6	-50	294.15	50	1126.6
ORD201148	25 June 2024	C54886	Phone	1	355.15	442 Main St	Cash	Returned	TRK66241930	2	SAVE10	Email	355.15	10	88.7875	35.515	319.635
ORD201160	04 September 2024	C40466	Desk	1	541.64	449 Main St	Debit Card	Shipped	TRK70255168	5	SAVE10	Email	541.64	10	135.41	54.164	487.476
ORD201161	16 October 2023	C32570	Phone	1	11.39	826 Main St	Cash	Cancelled	TRK35969968	6	WINTER15	Email	11.39	15	2.8475	1.7085	9.6815
ORD201164	08 January 2024	C65890	Tablet	5	315.57	340 Main St	Debit Card	Delivered	TRK64530489	6	WINTER15	Email	1577.85	15	394.4625	236.6775	1341.1725
ORD201166	31 July 2023	C95568	Chair	3	324.47	971 Main St	Cash	Delivered	TRK37075292	4	WINTER15	Email	973.41	15	243.3525	146.0115	827.3985
ORD201170	03 August 2023	C94257	Printer	2	697.19	762 Main St	Cash	Returned	TRK40220743	7	FREESHIP50	Email	1394.38	-50	348.595	50	1344.38
ORD201173	04 October 2024	C82921	Monitor	1	208.36	703 Main St	Online	Shipped	TRK31079911	4	FREESHIP50	Email	208.36	-50	52.09	50	158.36
ORD201174	27 November 2023	C50159	Printer	3	222.34	105 Main St	Credit Card	Returned	TRK53737452	5	WINTER15	Email	667.02	15	166.755	100.053	566.967
ORD201176	13 August 2023	C39260	Tablet	2	213.83	374 Main St	Debit Card	Cancelled	TRK55587314	2	WINTER15	Email	427.66	15	106.915	64.149	363.511
ORD201187	13 March 2024	C26340	Desk	2	184.6	562 Main St	Gift Card	Delivered	TRK59962703	7	WINTER15	Email	369.2	15	92.3	55.38	313.82
ORD201193	16 June 2025	C45104	Tablet	1	687.89	348 Main St	Cash	Returned	TRK38559816	1	FREESHIP50	Email	687.89	-50	171.9725	50	637.89
ORD201194	19 November 2023	C29885	Printer	3	189.44	725 Main St	Cash	Pending	TRK62067865	4	FREESHIP50	Email	568.32	-50	142.08	50	518.32
ORD200015	17 July 2023	C39416	Printer	1	473.96	942 Main St	Cash	Delivered	TRK54930938	3	No coupon	Google	473.96	0	118.49	0	473.96
ORD200019	23 January 2023	C14552	Monitor	5	224	273 Main St	Cash	Returned	TRK59101365	9	SAVE10	Google	1120	10	280	112	1008
ORD200022	29 January 2023	C34416	Monitor	2	49.62	633 Main St	Online	Pending	TRK75937350	2	SAVE10	Google	99.24	10	24.81	9.924	89.316
